Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
506,Tato,es ESP,MF,Racing Sant,18,1992,2,1,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,03c45164
507,Mohamed Tchité,bi BDI,FW,Racing Sant,26,1984,1,1,90,1.0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,39b8619d
508,Sergio Tejera,es ESP,MF,Mallorca,20,1990,16,10,806,9.0,0,2,2,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22,Matches,3d5734ef
509,Olivier Thomert,mq MTQ,FWMF,Hércules,30,1980,18,12,801,8.9,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,acda6c9d
510,David Timor,es ESP,DFMF,Osasuna,20,1989,1,0,12,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,174651c8
511,Antonio Tomás,es ESP,MF,La Coruña,25,1985,21,20,1670,18.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,668d4e93
512,Carlos Tomás,es ESP,DF,Villarreal,22,1988,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4559662
513,Toño,es ESP,GK,Racing Sant,30,1979,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2ed4ea81
514,Mehmet Topal,tr TUR,DFMF,Valencia,24,1986,23,21,1828,20.3,1,1,2,1,0,0,5,1,0.05,0.05,0.10,0.05,0.10,Matches,f93c876b
515,Gaizka Toquero,es ESP,FWMF,Athletic Club,25,1984,30,26,2060,22.9,7,3,10,7,0,2,4,0,0.31,0.13,0.44,0.31,0.44,Matches,b78144a6
